lead_id,created_at,source,city,area,property_type,budget_pkr_lac,bedrooms,first_response_minutes,calls_made,total_call_seconds,whatsapp_replies,site_visits,agent_experience_years,is_overseas,referred_by_existing_client,has_financing_approved,token_amount_received_pkr,crm_record_hash,converted
MGC-106164,2024-06-27 15:21:49,Property Portal,Rawalpindi,Bahria Town,Plot,51.0,,13.0,2,22.0,1,0,2.0,0,0,0,0.0,2292425029,0
MGC-100885,2024-05-05 06:54:31,Google Search,Rawalpindi,Bahria Town,Plot,88.0,,42.0,1,28.0,4,0,5.8,0,0,0,663000.0,8798525723,1
MGC-100595,2025-06-23 05:19:07,Facebook Ads,Islamabad,Bani Gala,Villa,267.0,4.0,74.0,1,99.0,2,0,5.3,0,0,0,0.0,4822199795,0
MGC-106092,2024-09-01 17:27:14,Billboard,Islamabad,DHA,Plot,123.0,,75.0,4,431.0,1,0,4.9,0,0,0,0.0,6197400742,0
MGC-103075,2025-04-04 12:03:01,Property Portal,ISLAMABAD,Gulberg Greens,Plot,197.0,,284.0,1,33.0,3,2,2.0,1,0,0,0.0,4921019796,0
MGC-108890,2024-04-23 02:00:19,Google Search,Rawalpindi,Gulberg Greens,Commercial Shop,143.0,,49.0,3,298.0,2,0,5.7,0,1,0,0.0,3326715615,0
MGC-105787,2024-10-18 01:16:05,Property Portal,Rawalpindi,B-17,Plot,88.0,,226.0,3,82.0,3,0,2.0,0,1,0,0.0,7620548701,0
MGC-103646,2025-06-29 03:27:45,WhatsApp Campaign,Lahore,Bahria Town,Apartment,117.0,2.0,22.0,3,104.0,3,2,3.7,0,0,0,0.0,3386897659,0
MGC-102044,2025-05-11 16:14:32,Referral,Abbottabad,Blue World City,Commercial Shop,169.0,,107.0,1,59.0,2,0,2.6,1,0,0,0.0,9536684033,0
MGC-100383,2024-12-28 10:25:20,Facebook Ads,Karachi,GT Road Corridor,Commercial Shop,184.0,,1.0,4,397.0,0,0,5.2,0,0,0,1044000.0,3946952434,1
MGC-107148,2024-06-30 12:46:14,Facebook Ads,Rawalpindi,DHA,Commercial Shop,95.0,,170.0,3,85.0,0,0,1.0,1,0,0,0.0,5141887026,0
MGC-102448,2024-05-09 17:21:17,Referral,Multan,Park View City,Plot,109.0,,15.0,2,90.0,3,2,4.4,0,0,0,606000.0,2895425877,1
MGC-105067,2024-02-07 17:37:07,Property Portal,Peshawar,Blue World City,Villa,457.0,4.0,9.0,5,309.0,4,0,2.3,0,0,0,0.0,8822125933,0
MGC-104461,2024-08-13 18:05:13,WhatsApp Campaign,Rawalpindi,DHA,Plot,68.0,,105.0,5,240.0,2,1,3.6,0,0,0,0.0,9818448550,0
MGC-100660,2024-12-08 18:03:50,Facebook Ads,Karachi,Bahria Town,Apartment,136.0,1.0,23.0,0,0.0,1,0,0.6,0,0,1,0.0,9248693582,0
MGC-103546,2024-03-25 07:35:23,Expo Stall,Karachi,Gulberg Greens,Plot,,,,1,97.0,5,0,6.3,0,0,0,245000.0,7740092924,1
MGC-101731,2024-01-03 07:12:42,Instagram,Peshawar,,Apartment,213.0,2.0,12.0,3,282.0,1,0,3.9,0,0,0,0.0,9494071430,0
MGC-100778,2025-09-24 20:29:55,Property Portal,Peshawar,DHA,Apartment,82.0,1.0,15.0,5,79.0,3,0,4.7,0,1,0,0.0,9654005195,0
MGC-106660,2025-09-08 08:23:13,Expo Stall,Multan,Gulberg Greens,Apartment,152.0,3.0,12.0,1,19.0,1,0,1.2,1,0,1,0.0,5439632893,0
MGC-106445,2024-12-28 06:49:28,Facebook Ads,Rawalpindi,Bani Gala,Penthouse,499.0,3.0,2.0,1,117.0,2,0,5.7,0,0,0,0.0,8015185699,0
MGC-101975,2024-08-12 07:37:12,Property Portal,Islamabad,Bani Gala,Plot,39.0,,16.0,2,255.0,1,1,,0,1,1,0.0,4097766367,0
MGC-102361,2024-11-15 13:35:12,Referral,Faisalabad,Gulberg Greens,Plot,114.0,,56.0,4,222.0,3,0,3.7,0,0,1,0.0,7962476161,0
MGC-106781,2024-10-24 04:56:09,Referral,Multan,Bani Gala,Penthouse,,1.0,98.0,3,160.0,2,1,5.4,0,1,1,0.0,1616322861,0
MGC-107180,2025-01-22 03:38:30,Facebook Ads,Lahore,Gulberg Greens,Penthouse,445.0,3.0,219.0,0,0.0,3,0,1.6,0,0,0,0.0,3853628445,0
MGC-102581,2024-12-21 09:11:49,Property Portal,Karachi,GT Road Corridor,Plot,81.0,,,2,215.0,3,0,4.0,1,0,0,0.0,8931845650,0
MGC-101764,2025-08-15 05:33:10,Walk-in,Islamabad,Blue World City,Plot,84.0,,76.0,4,150.0,1,1,2.1,1,0,0,0.0,3451516564,0
MGC-105411,2024-02-22 05:54:06,Referral,Faisalabad,Gulberg Greens,Farmhouse,180.0,3.0,70.0,3,335.0,1,1,0.8,0,1,0,1308000.0,9017138251,1
MGC-100628,2025-05-07 17:54:52,Referral,Lahore,Chakri Road,Villa,201.0,3.0,257.0,1,79.0,1,0,4.1,0,0,0,0.0,5512095802,0
MGC-108565,2025-07-27 00:48:27,Instagram,Lahore,,Commercial Shop,97.0,,69.0,1,21.0,2,0,0.9,1,0,0,0.0,3225396164,0
MGC-100489,2024-03-05 22:38:11,Property Portal,Islamabad,Bahria Town,Apartment,100.0,5.0,63.0,1,143.0,0,0,5.1,0,0,0,0.0,9303288220,0
MGC-104372,2025-01-10 23:09:59,Facebook Ads,Multan,Park View City,Villa,,3.0,4.0,2,34.0,1,0,2.7,0,0,0,0.0,5675810177,0
MGC-106989,2024-08-07 11:27:26,Walk-in,Islamabad,,Plot,73.0,,,1,70.0,3,0,2.9,0,0,0,0.0,5026050955,0
MGC-103289,2024-08-08 10:26:48,Instagram,Karachi,GT Road Corridor,Villa,177.0,4.0,46.0,1,115.0,2,0,7.7,0,1,0,0.0,6376025155,0
MGC-100311,2025-09-13 10:30:49,Google Search,Faisalabad,Bahria Town,Plot,116.0,,41.0,1,71.0,0,0,7.7,0,0,0,0.0,5576041662,0
MGC-102379,2025-09-25 23:03:33,Property Portal,Rawalpindi,DHA,Plot,86.0,,48.0,0,0.0,1,1,5.4,0,0,0,0.0,7655826117,0
MGC-101144,2025-01-25 13:44:18,Facebook Ads,Islamabad,Bani Gala,Penthouse,232.0,4.0,,1,38.0,2,0,2.4,0,1,0,0.0,8342606858,0
MGC-101674,2024-04-11 19:18:11,Facebook Ads,Karachi,Chakri Road,Penthouse,343.0,1.0,63.0,2,31.0,3,0,1.8,0,0,0,0.0,6003510347,0
MGC-101212,2024-06-22 02:27:36,Google Search,Rawalpindi,,Apartment,204.0,1.0,18.0,2,139.0,1,1,2.7,0,0,0,0.0,3217862958,0
MGC-102214,2024-06-12 12:56:21,WhatsApp Campaign,Peshawar,Park View City,Farmhouse,530.0,4.0,20.0,1,30.0,2,0,2.3,0,0,1,0.0,6382634469,0
MGC-100200,2024-09-23 10:45:43,Property Portal,Lahore,Gulberg Greens,Penthouse,521.0,5.0,62.0,3,89.0,1,2,4.5,0,0,0,0.0,3461747835,0
MGC-101707,2024-05-08 23:00:56,Google Search,Rawalpindi,Bahria Town,Apartment,123.0,2.0,142.0,2,282.0,0,0,3.1,0,0,0,0.0,4178825456,0
MGC-101438,2024-04-21 09:21:26,Google Search,Islamabad,Gulberg Greens,Villa,322.0,4.0,35.0,2,205.0,3,0,0.4,0,0,1,0.0,9030820128,0
MGC-107629,2024-03-01 21:28:17,Google Search,Multan,Park View City,Apartment,108.0,1.0,39.0,1,56.0,3,1,1.9,0,1,1,0.0,1651839823,0
MGC-104832,2024-03-02 01:45:09,Google Search,Islamabad,Chakri Road,Apartment,85.0,1.0,200.0,0,0.0,3,0,4.8,1,0,1,0.0,4938319960,0
MGC-102597,2025-02-10 08:46:25,Facebook Ads,Rawalpindi,Chakri Road,Penthouse,557.0,2.0,37.0,4,228.0,1,0,1.3,0,0,0,0.0,1048591786,0
MGC-101710,2025-01-18 07:21:37,Walk-in,Faisalabad,Blue World City,Plot,100.0,,14.0,0,0.0,1,0,5.7,0,0,0,0.0,8115025694,0
MGC-106345,2024-05-18 00:53:17,Property Portal,Islamabad,Gulberg Greens,Apartment,99.0,3.0,54.0,4,390.0,2,1,2.2,0,0,0,0.0,6077496282,0
MGC-100898,2024-09-28 02:09:49,Property Portal,Peshawar,DHA,Apartment,72.0,2.0,12.0,3,352.0,1,0,7.5,1,0,0,0.0,3476073631,0
MGC-101205,2024-08-03 07:01:34,Property Portal,Karachi,GT Road Corridor,Commercial Shop,256.0,,103.0,3,558.0,1,1,4.6,0,0,0,0.0,4142591046,0
MGC-108112,2024-05-28 21:53:38,Referral,Islamabad,Gulberg Greens,Villa,,5.0,151.0,3,166.0,0,0,0.8,0,0,1,0.0,8599767097,0
MGC-100678,2024-04-08 03:43:11,Facebook Ads,Peshawar,GT Road Corridor,Plot,50.0,,22.0,1,42.0,2,0,4.1,1,0,0,0.0,1257392093,0
MGC-103817,2025-08-09 23:20:34,Google Search,Rawalpindi,Chakri Road,Plot,48.0,,600.0,2,52.0,0,1,2.9,0,0,0,0.0,5779286814,0
MGC-104440,2024-03-18 01:28:40,Walk-in,ISLAMABAD,Top City,Plot,116.0,,8.0,2,73.0,1,0,2.2,0,0,1,0.0,7522362856,0
MGC-108851,2024-02-21 01:43:31,Facebook Ads,Rawalpindi,B-17,Villa,303.0,4.0,23.0,4,140.0,0,0,1.9,0,0,0,2082000.0,4233071313,0
MGC-104505,2025-02-16 15:12:00,Google Search,Faisalabad,Bani Gala,Commercial Shop,121.0,,63.0,2,128.0,1,0,2.7,0,0,0,0.0,5033679694,0
MGC-103558,2024-05-08 02:28:01,Google Search,Rawalpindi,Bahria Town,Villa,385.0,3.0,12.0,0,0.0,2,0,2.4,0,0,0,0.0,1610077125,0
MGC-102287,2024-07-04 00:22:45,Facebook Ads,Peshawar,,Plot,52.0,,4.0,2,52.0,2,1,0.6,0,1,0,622000.0,4536863789,1
MGC-103941,2025-02-20 08:42:23,Property Portal,Rawalpindi,Chakri Road,Commercial Shop,165.0,,6.0,0,0.0,0,0,3.8,1,0,0,0.0,9880196872,0
MGC-100899,2025-05-31 03:49:01,Google Search,Lahore,Park View City,Apartment,207.0,4.0,29.0,0,0.0,1,0,2.1,1,0,1,0.0,6820054631,0
MGC-104325,2025-09-24 09:02:31,Expo Stall,Abbottabad,Top City,Apartment,133.0,1.0,36.0,2,287.0,1,0,5.1,0,0,0,0.0,1774020974,0
MGC-100589,2025-04-06 08:04:02,Google Search,Islamabad,Blue World City,Plot,57.0,,4.0,1,134.0,1,0,5.1,0,0,0,0.0,4400000920,0
MGC-101577,2024-02-29 14:07:49,Facebook Ads,Islamabad,Blue World City,Plot,85.0,,27.0,1,26.0,1,0,7.1,0,0,1,0.0,5612047323,0
MGC-108748,2025-03-03 04:01:32,Google Search,Islamabad,Chakri Road,Villa,261.0,1.0,29.0,7,824.0,1,1,2.8,1,0,0,0.0,2607954961,0
MGC-104380,2025-01-25 18:59:02,Property Portal,LAHORE,,Apartment,95.0,2.0,3.0,2,102.0,2,0,2.1,0,0,0,0.0,2485455375,0
MGC-104989-B,2024-11-20 01:57:15,Facebook Ads,Rawalpindi,Top City,Plot,92.0,,153.0,0,0.0,2,0,3.6,0,0,0,0.0,6531941608,0
MGC-108473,2024-11-11 22:01:12,Facebook Ads,Islamabad,B-17,Apartment,159.0,4.0,68.0,3,329.0,2,0,5.3,0,0,1,0.0,3967240958,0
MGC-101080,2025-05-06 03:58:45,Facebook Ads,Karachi,Chakri Road,Villa,491.0,3.0,10.0,1,190.0,2,1,2.1,0,0,0,0.0,1673079662,0
MGC-106045,2025-07-15 07:04:55,Property Portal,Lahore,B-17,Apartment,88.0,1.0,28.0,1,24.0,2,1,2.9,0,0,1,0.0,2797773560,0
MGC-105363,2024-12-02 00:03:27,Google Search,Lahore,Gulberg Greens,Apartment,77.0,1.0,9.0,3,112.0,0,1,3.7,0,0,0,617000.0,6299779769,1
MGC-100329,2025-01-21 17:41:01,Facebook Ads,RAWALPINDI,DHA,Plot,,,78.0,4,443.0,1,0,1.4,0,0,0,0.0,4875362195,0
MGC-102370,2024-12-19 05:25:50,Instagram,Islamabad,GT Road Corridor,Penthouse,392.0,5.0,30.0,1,114.0,4,2,2.7,0,0,1,0.0,8166126459,0
MGC-107370,2025-04-23 20:37:18,Instagram,Karachi,Bani Gala,Plot,75.0,,31.0,1,34.0,0,0,4.7,0,0,0,0.0,8527104419,0
MGC-108049,2024-12-21 12:54:25,Property Portal,Multan,DHA,Apartment,115.0,3.0,56.0,2,237.0,0,0,5.6,0,0,0,0.0,9569219345,0
MGC-106266,2024-07-31 01:14:43,Facebook Ads,Faisalabad,Chakri Road,Penthouse,353.0,3.0,9.0,2,175.0,1,1,7.3,0,0,0,0.0,7976948657,0
MGC-100028,2024-11-02 04:14:36,WhatsApp Campaign,Lahore,Top City,Villa,333.0,5.0,115.0,4,120.0,2,0,5.0,0,0,0,0.0,5468215286,0
MGC-107071,2025-08-23 21:24:32,Property Portal,Karachi,GT Road Corridor,Plot,47.0,,31.0,3,120.0,2,2,8.4,0,0,0,539000.0,2054333274,1
MGC-106534,2025-05-05 11:07:29,WhatsApp Campaign,Karachi,Gulberg Greens,Farmhouse,606.0,3.0,19.0,1,34.0,1,0,2.3,0,0,0,0.0,3054907526,0
MGC-102751-B,2025-09-27 07:27:05,Facebook Ads,Islamabad,B-17,Plot,169.0,,191.0,6,365.0,1,0,4.4,0,1,0,0.0,7781849833,0
MGC-106668,2024-06-29 21:28:50,Facebook Ads,Peshawar,Chakri Road,Apartment,65.0,5.0,26.0,0,0.0,4,0,0.5,0,0,0,0.0,1401123922,0
MGC-108993,2024-02-13 23:56:37,Referral,Faisalabad,DHA,Commercial Shop,233.0,,95.0,7,415.0,2,0,2.4,0,0,0,0.0,4716781835,0
MGC-108480,2025-02-23 12:28:09,Facebook Ads,Abbottabad,Chakri Road,Commercial Shop,90.0,,1.0,1,52.0,5,0,0.5,0,0,0,0.0,9170257228,0
MGC-104081,2024-01-25 05:09:55,Instagram,Multan,Top City,Plot,90.0,,7.0,3,247.0,0,0,5.9,0,0,0,0.0,2628377071,0
MGC-100021,2024-07-12 08:28:31,Billboard,Islamabad,Park View City,Commercial Shop,78.0,,79.0,3,444.0,2,0,6.4,1,0,0,0.0,2509316134,0
MGC-101857,2025-07-10 03:31:25,Google Search,Islamabad,Blue World City,Plot,113.0,,155.0,3,110.0,0,0,0.7,0,0,0,0.0,8112414195,0
MGC-101207,2024-02-19 23:54:03,Referral,Karachi,B-17,Plot,68.0,,24.0,4,93.0,1,1,9.6,1,0,0,354000.0,5463001053,1
MGC-103356,2025-04-13 02:19:24,Instagram,Islamabad,Blue World City,Apartment,68.0,3.0,7.0,0,0.0,3,0,1.9,0,0,0,0.0,6202413066,0
MGC-101672,2025-09-26 00:26:42,WhatsApp Campaign,Islamabad,GT Road Corridor,Apartment,112.0,4.0,24.0,1,91.0,0,0,3.9,0,0,0,0.0,3317776995,0
MGC-102121,2025-04-13 06:57:11,Walk-in,Faisalabad,,Farmhouse,942.0,5.0,9.0,1,32.0,2,0,5.5,0,0,0,0.0,5791882331,0
MGC-108796,2025-05-08 01:17:10,Expo Stall,Islamabad,Park View City,Apartment,90.0,5.0,8.0,1,63.0,2,0,4.4,0,0,1,0.0,5071929701,0
MGC-108804,2025-06-01 19:21:39,Referral,Multan,B-17,Villa,231.0,4.0,76.0,4,122.0,1,0,0.7,0,0,1,0.0,3582018650,0
MGC-106610,2024-06-21 03:31:07,Facebook Ads,Islamabad,,Apartment,50.0,1.0,7.0,1,96.0,4,1,4.9,0,0,0,0.0,4938109190,0
MGC-105030,2024-08-02 18:13:40,Billboard,Lahore,Park View City,Commercial Shop,117.0,,30.0,2,465.0,1,0,4.1,0,1,0,0.0,4487476637,0
MGC-103604,2024-05-08 13:50:09,Walk-in,Lahore,B-17,Villa,229.0,3.0,47.0,2,173.0,0,1,,0,0,0,0.0,4587291618,0
MGC-100877,2024-12-18 15:22:18,Walk-in,ISLAMABAD,B-17,Apartment,78.0,5.0,5.0,1,122.0,3,0,1.0,0,0,0,0.0,7759034765,0
MGC-107665,2024-05-21 03:31:11,Referral,Faisalabad,Bahria Town,Commercial Shop,171.0,,106.0,3,94.0,2,1,2.3,0,0,0,0.0,5512225418,0
MGC-100667,2024-05-01 21:48:02,Property Portal,Karachi,Chakri Road,Apartment,180.0,3.0,5.0,5,470.0,1,0,4.9,0,0,0,0.0,3462787231,0
MGC-108961,2024-04-30 17:58:25,Facebook Ads,Islamabad,Chakri Road,Apartment,45.0,1.0,274.0,1,96.0,1,0,5.2,0,1,0,0.0,6235362265,0
MGC-106046,2025-09-02 04:45:36,Google Search,Peshawar,DHA,Farmhouse,343.0,4.0,60.0,3,623.0,2,1,2.1,0,0,0,0.0,8280281029,0
MGC-108498,2024-03-20 05:49:36,Instagram,Islamabad,GT Road Corridor,Apartment,214.0,5.0,35.0,3,124.0,2,0,,0,0,0,0.0,1959354270,0
MGC-103657,2024-06-27 09:47:38,Walk-in,Karachi,DHA,Apartment,65.0,1.0,3.0,2,107.0,1,1,13.3,0,0,0,0.0,6835131082,0
MGC-100283,2025-01-06 02:54:12,Google Search,Rawalpindi,Bahria Town,Apartment,127.0,4.0,132.0,1,75.0,2,0,6.7,1,0,0,0.0,6863621438,0
MGC-105589,2024-03-04 06:23:51,Facebook Ads,Lahore,Park View City,Commercial Shop,117.0,,29.0,1,18.0,2,1,3.0,0,0,0,0.0,2020621362,0
MGC-102972,2024-10-05 12:07:42,Walk-in,Rawalpindi,Bahria Town,Villa,343.0,2.0,13.0,6,172.0,0,0,3.0,0,0,0,0.0,5895101362,0
MGC-104786,2024-06-29 10:53:23,WhatsApp Campaign,Islamabad,GT Road Corridor,Plot,95.0,,118.0,2,111.0,1,2,,0,1,0,0.0,1918041923,0
MGC-106694,2024-05-21 14:19:22,Property Portal,Rawalpindi,Chakri Road,Villa,412.0,2.0,14.0,2,112.0,2,1,3.1,1,0,0,0.0,3972013872,0
MGC-105832,2024-07-17 23:27:45,Instagram,Abbottabad,Gulberg Greens,Commercial Shop,99.0,,14.0,1,14.0,3,0,12.7,0,0,0,461000.0,7104278602,1
MGC-108650,2024-01-25 04:09:13,Walk-in,Islamabad,Bahria Town,Apartment,110.0,3.0,32.0,4,152.0,2,0,4.3,1,0,0,0.0,3942769380,0
MGC-101997,2025-09-12 13:43:41,Property Portal,ISLAMABAD,DHA,Apartment,195.0,1.0,157.0,3,110.0,1,1,3.5,1,0,0,0.0,7904294975,0
MGC-107089,2025-05-17 16:45:56,Facebook Ads,Rawalpindi,Bani Gala,Villa,126.0,4.0,3.0,3,228.0,4,1,2.9,0,0,0,518000.0,4098169526,1
MGC-105544,2025-08-05 20:49:49,Instagram,Lahore,Bani Gala,Apartment,140.0,1.0,9.0,4,93.0,1,1,2.7,0,0,0,0.0,6931760558,0
MGC-101833,2025-06-28 23:51:16,Google Search,Rawalpindi,GT Road Corridor,Commercial Shop,165.0,,9.0,1,31.0,4,0,3.6,0,0,1,0.0,3323318994,0
MGC-106132,2025-06-23 09:11:27,Instagram,Islamabad,Bahria Town,Commercial Shop,115.0,,76.0,3,254.0,1,0,1.5,0,0,0,0.0,5901970461,0
MGC-108894,2024-03-28 19:05:36,Google Search,Gujranwala,Gulberg Greens,Apartment,125.0,2.0,91.0,6,134.0,3,1,0.6,0,0,1,0.0,9910838415,0
MGC-104957,2025-05-31 16:01:27,Facebook Ads,Rawalpindi,DHA,Apartment,73.0,5.0,41.0,2,85.0,1,0,,0,0,0,0.0,1535484035,0
MGC-107081,2024-09-14 20:42:16,Google Search,Karachi,Bani Gala,Plot,40.0,,59.0,0,0.0,2,1,5.2,0,0,0,0.0,3328757209,0
MGC-105833,2024-10-07 17:58:13,Property Portal,Abbottabad,Chakri Road,Apartment,127.0,4.0,16.0,1,9.0,1,0,1.6,0,0,0,0.0,7818440631,0
MGC-105197,2024-02-29 23:01:58,Facebook Ads,Islamabad,Top City,Plot,107.0,,31.0,1,37.0,0,1,5.3,0,0,0,0.0,4350853893,0
MGC-108827,2024-06-08 01:55:53,WhatsApp Campaign,Lahore,Chakri Road,Plot,64.0,,17.0,1,32.0,2,2,2.4,0,0,0,0.0,7027990413,0
MGC-100064,2025-09-27 08:33:17,Facebook Ads,Islamabad,GT Road Corridor,Villa,229.0,4.0,16.0,5,674.0,0,1,1.2,0,0,0,0.0,9785150924,0
MGC-102602,2025-05-20 19:22:31,Property Portal,Lahore,B-17,Villa,212.0,1.0,37.0,2,89.0,3,1,1.5,0,0,0,0.0,6749117885,0
MGC-103808,2024-08-06 21:58:33,Referral,Rawalpindi,,Apartment,91.0,2.0,57.0,0,0.0,1,0,,0,0,1,0.0,9313169358,0
MGC-104135,2025-04-14 14:12:22,Walk-in,Islamabad,GT Road Corridor,Apartment,112.0,5.0,4.0,2,421.0,1,1,1.1,0,0,0,0.0,8373684816,0
MGC-108538,2024-01-03 10:19:36,Property Portal,Lahore,DHA,Apartment,60.0,3.0,165.0,4,292.0,2,1,0.6,0,0,0,0.0,1157239090,0
MGC-105900,2024-02-03 19:06:49,Referral,Karachi,Chakri Road,Apartment,44.0,5.0,19.0,3,281.0,0,1,6.7,0,0,1,0.0,7263867287,0
MGC-106330,2025-01-28 17:21:27,Expo Stall,Islamabad,DHA,Villa,538.0,4.0,189.0,1,86.0,1,1,2.8,0,0,0,0.0,8391516431,0
MGC-103309,2025-01-04 13:15:14,Billboard,Islamabad,Chakri Road,Apartment,42.0,3.0,8.0,1,19.0,1,0,3.9,1,0,0,0.0,2335598489,0
MGC-108337,2025-03-18 16:35:32,Expo Stall,Rawalpindi,GT Road Corridor,Villa,307.0,5.0,17.0,0,0.0,1,0,1.4,0,0,0,0.0,7177509361,0
MGC-101566,2024-08-07 20:03:19,Google Search,Islamabad,B-17,Farmhouse,940.0,4.0,40.0,2,91.0,2,0,2.6,0,0,1,0.0,5410536612,0
MGC-105518,2024-08-22 13:06:55,Facebook Ads,Abbottabad,Blue World City,Plot,53.0,,30.0,2,180.0,2,0,1.0,0,1,0,0.0,9526513549,0
MGC-104053,2024-02-18 13:30:51,WhatsApp Campaign,Peshawar,Gulberg Greens,Penthouse,582.0,4.0,17.0,2,32.0,1,0,3.4,0,0,0,0.0,1980766997,0
MGC-103011,2024-06-29 05:23:54,Google Search,Peshawar,,Plot,115.0,,13.0,2,304.0,2,1,5.6,0,0,0,0.0,9928178783,0
MGC-105968,2025-02-13 03:44:55,Property Portal,Islamabad,Park View City,Villa,230.0,3.0,56.0,2,111.0,1,0,5.2,0,0,1,0.0,8171416322,0
MGC-103432,2024-03-21 10:20:31,Property Portal,Gujranwala,,Apartment,73.0,2.0,33.0,3,91.0,2,0,1.0,0,0,0,0.0,6947848301,0
MGC-105551,2025-04-09 22:26:49,Google Search,Lahore,Bahria Town,Penthouse,327.0,1.0,85.0,4,241.0,2,0,1.6,0,0,1,0.0,6576296388,0
MGC-100223,2025-08-04 02:01:29,Instagram,Islamabad,Gulberg Greens,Plot,76.0,,20.0,7,322.0,2,0,1.6,1,0,0,0.0,6571274784,0
MGC-102797,2024-05-01 20:22:59,Google Search,Faisalabad,B-17,Apartment,121.0,4.0,10.0,1,62.0,0,0,1.6,0,0,0,0.0,2550199866,0
MGC-103239,2025-04-01 11:42:45,Property Portal,Islamabad,Park View City,Plot,40.0,,11.0,4,253.0,1,0,1.5,1,0,0,0.0,2515807622,0
MGC-102484,2024-11-20 14:47:38,Property Portal,Peshawar,Park View City,Villa,662.0,3.0,36.0,2,445.0,2,0,11.4,0,0,0,0.0,2494063849,0
MGC-102284,2024-02-03 18:50:27,Billboard,Islamabad,Bahria Town,Apartment,76.0,2.0,41.0,3,252.0,1,0,2.7,0,0,1,0.0,6270561652,0
MGC-106221,2024-12-12 09:55:49,Property Portal,ABBOTTABAD,B-17,Villa,,1.0,14.0,1,41.0,2,0,1.3,1,0,0,0.0,9582138159,0
MGC-100394,2024-10-18 03:22:34,Facebook Ads,Rawalpindi,Bahria Town,Plot,56.0,,21.0,2,336.0,2,0,2.2,0,0,0,0.0,5599889242,0
MGC-105391,2025-03-27 00:46:55,Walk-in,Islamabad,Park View City,Commercial Shop,71.0,,,6,261.0,1,0,,0,0,0,0.0,6660726470,0
MGC-103648,2024-06-24 14:45:40,Facebook Ads,Rawalpindi,B-17,Apartment,77.0,3.0,61.0,1,66.0,3,0,7.4,0,0,1,0.0,4751350478,0
MGC-107482,2024-03-11 05:41:33,Referral,Karachi,,Apartment,163.0,5.0,10.0,5,895.0,2,0,7.3,0,0,0,0.0,1790054421,0
MGC-103100,2025-02-06 05:06:14,Google Search,LAHORE,Top City,Apartment,90.0,4.0,11.0,3,551.0,1,0,0.9,1,0,0,0.0,5597402666,0
MGC-104474,2025-04-22 16:02:22,Facebook Ads,Islamabad,Gulberg Greens,Plot,32.0,,63.0,2,344.0,1,0,6.0,0,0,0,0.0,6142218064,0
MGC-102453,2025-08-29 12:29:42,Property Portal,Rawalpindi,B-17,Villa,323.0,2.0,6.0,5,260.0,2,0,3.0,0,0,0,0.0,3742717824,0
MGC-102982,2025-08-02 13:19:09,Google Search,Rawalpindi,Gulberg Greens,Apartment,157.0,2.0,43.0,3,296.0,0,0,4.0,0,0,0,0.0,2229284622,0
MGC-107246,2024-04-18 16:47:57,Facebook Ads,Rawalpindi,Bahria Town,Apartment,107.0,5.0,9.0,0,0.0,2,0,,0,0,0,0.0,8409818945,0
MGC-104916,2024-06-15 08:57:36,Google Search,Rawalpindi,B-17,Apartment,231.0,4.0,11.0,1,216.0,1,1,6.7,1,0,0,1787000.0,9759341728,1
MGC-107703,2024-02-17 02:16:55,Referral,Multan,DHA,Apartment,72.0,1.0,17.0,6,296.0,1,1,4.2,0,0,0,0.0,1377884623,0
MGC-103703,2025-04-24 07:10:20,Billboard,Lahore,B-17,Commercial Shop,104.0,,77.0,4,47.0,3,1,2.3,0,0,0,0.0,7674820918,0
MGC-105519,2024-12-29 20:21:52,Property Portal,Faisalabad,Chakri Road,Villa,389.0,3.0,41.0,2,137.0,2,1,6.0,1,0,0,0.0,2935587651,0
MGC-107709,2024-01-30 01:08:09,Google Search,Karachi,B-17,Apartment,80.0,4.0,5.0,5,693.0,1,0,1.9,1,1,1,0.0,8731591295,0
MGC-108289,2024-06-20 23:30:14,Property Portal,Islamabad,Blue World City,Plot,121.0,,11.0,0,0.0,3,0,5.1,0,0,0,0.0,4092889807,0
MGC-102155,2025-03-20 16:14:15,Facebook Ads,Faisalabad,DHA,Farmhouse,187.0,5.0,78.0,5,466.0,1,0,3.4,0,0,0,0.0,5875757086,0
MGC-107684,2025-08-20 10:58:33,Expo Stall,Rawalpindi,Park View City,Plot,,,7.0,2,88.0,3,0,5.3,0,0,1,0.0,3630221995,0
MGC-103197,2024-05-22 21:48:23,Property Portal,Islamabad,B-17,Plot,46.0,,42.0,5,336.0,1,1,4.9,1,0,0,0.0,5431097359,0
MGC-102493,2025-02-24 12:49:21,Property Portal,Multan,Park View City,Plot,52.0,,8.0,3,142.0,3,2,1.3,0,1,1,0.0,4564572762,0
MGC-101235,2024-04-01 18:54:45,Google Search,Islamabad,DHA,Villa,349.0,5.0,10.0,1,233.0,3,1,2.5,0,0,0,0.0,2582190814,0
MGC-107399,2024-07-04 02:49:47,WhatsApp Campaign,Karachi,Blue World City,Apartment,62.0,5.0,18.0,2,41.0,1,1,3.7,0,0,1,0.0,8964692124,0
MGC-107777,2025-01-14 18:55:10,Google Search,Gujranwala,Bahria Town,Villa,574.0,1.0,9.0,2,275.0,2,2,4.6,0,0,0,0.0,9877955827,0
MGC-108099,2025-02-03 12:53:44,Property Portal,LAHORE,Chakri Road,Plot,90.0,,71.0,0,0.0,3,2,11.4,0,0,0,896000.0,8152848199,1
